bundle_id,condition,defense,attack,raw_attack,components,match_method,match_score,component_run_ids,experiment_ids,run_ids,files
bundle_0202,exp1,flame,envelope,sign_flip,proxy,conservative_split,0.0,proxy:time_20260721_141508,exp_1784657615,run_1784657615,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/sign_flip/exp1/proxy_attack_events_20260721_141508.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/sign_flip/exp1/proxy_run_manifest_20260721_141508.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/sign_flip/exp1/proxy_resource_log_20260721_141508.csv
bundle_0203,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_141423,exp_1784657666,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/sign_flip/exp1/analyzer_decision_log_20260721_141423.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/sign_flip/exp1/analyzer_events_20260721_141423.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/sign_flip/exp1/analyzer_phase_log_20260721_141423.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/sign_flip/exp1/analyzer_round_log_20260721_141423.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/sign_flip/exp1/analyzer_wire_upload_log_20260721_141423.csv
bundle_0204,flame_blind,flame,,,server,conservative_split,0.0,server:time_20260721_141335,exp_1784657615,run_1784657615,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/sign_flip/exp1/flame_blind_20260721_141335_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/sign_flip/exp1/flame_blind_20260721_141335_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/sign_flip/exp1/flame_blind_20260721_141335_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/sign_flip/exp1/server_client_defense_log_20260721_141335.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/sign_flip/exp1/server_run_manifest_20260721_141335.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/sign_flip/exp1/server_metrics_log_20260721_141335.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/sign_flip/exp1/server_round_defense_log_20260721_141335.csv
bundle_0205,exp1,,,,client,conservative_split,0.0,client:time_20260721_141552,exp_20260721_141606,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/attack/flame/sign_flip/exp1/client_metrics_log_20260721_141552.csv
bundle_0206,exp1,,,,client,conservative_split,0.0,client:time_20260721_141545,exp_20260721_141602,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/attack/flame/sign_flip/exp1/client_metrics_log_20260721_141545.csv
bundle_0207,exp1,,,,client,conservative_split,0.0,client:time_20260721_141542,exp_20260721_141557,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/attack/flame/sign_flip/exp1/client_metrics_log_20260721_141542.csv
bundle_0208,exp1,flame,envelope,scale,proxy,conservative_split,0.0,proxy:time_20260721_143135,exp_1784658620,run_1784658620,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/scale/exp1/proxy_attack_events_20260721_143135.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/scale/exp1/proxy_run_manifest_20260721_143135.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/scale/exp1/proxy_resource_log_20260721_143135.csv
bundle_0209,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_142201,exp_1784658662,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/scale/exp1/analyzer_decision_log_20260721_142201.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/scale/exp1/analyzer_events_20260721_142201.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/scale/exp1/analyzer_phase_log_20260721_142201.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/scale/exp1/analyzer_round_log_20260721_142201.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/scale/exp1/analyzer_wire_upload_log_20260721_142201.csv
bundle_0210,exp1,flame,envelope,noise,proxy,conservative_split,0.0,proxy:time_20260721_143943,exp_174659101,run_1784659101,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/noise/exp1/proxy_attack_events_20260721_143943.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/noise/exp1/proxy_run_manifest_20260721_143943.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/noise/exp1/proxy_resource_log_20260721_143943.csv
bundle_0211,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_143859,exp_1784659143,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/noise/exp1/analyzer_decision_log_20260721_143859.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/noise/exp1/analyzer_events_20260721_143859.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/noise/exp1/analyzer_phase_log_20260721_143859.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/noise/exp1/analyzer_round_log_20260721_143859.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/noise/exp1/analyzer_wire_upload_log_20260721_143859.csv
bundle_0212,flame_blind,flame,,,server,conservative_split,0.0,server:time_20260721_143020,exp_1784658620,run_1784658620,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/scale/exp1/flame_blind_20260721_143020_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/scale/exp1/flame_blind_20260721_143020_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/scale/exp1/flame_blind_20260721_143020_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/scale/exp1/server_client_defense_log_20260721_143020.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/scale/exp1/server_run_manifest_20260721_143020.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/scale/exp1/server_metrics_log_20260721_143020.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/scale/exp1/server_round_defense_log_20260721_143020.csv
bundle_0213,flame_blind,flame,,,server,conservative_split,0.0,server:time_20260721_143821,exp_1784659101,run_1784659101,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/noise/exp1/flame_blind_20260721_143821_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/noise/exp1/flame_blind_20260721_143821_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/noise/exp1/flame_blind_20260721_143821_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/noise/exp1/server_client_defense_log_20260721_143821.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/noise/exp1/server_run_manifest_20260721_143821.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/noise/exp1/server_metrics_log_20260721_143821.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/noise/exp1/server_round_defense_log_20260721_143821.csv
bundle_0214,exp1,,,,client,conservative_split,0.0,client:time_20260721_143333,exp_20260721_143337,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/attack/flame/scale/exp1/client_metrics_log_20260721_143333.csv
bundle_0215,exp1,,,,client,conservative_split,0.0,client:time_20260721_144412,exp_20260721_144423,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/attack/flame/noise/exp1/client_metrics_log_20260721_144412.csv
bundle_0216,exp1,,,,client,conservative_split,0.0,client:time_20260721_143313,exp_20260721_143325,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/attack/flame/scale/exp1/client_metrics_log_20260721_143313.csv
bundle_0217,exp1,,,,client,conservative_split,0.0,client:time_20260721_144322,exp_20260721_144336,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/attack/flame/noise/exp1/client_metrics_log_20260721_144322.csv
bundle_0218,exp1,,,,client,conservative_split,0.0,client:time_20260721_143224,exp_20260721_143241,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/attack/flame/scale/exp1/client_metrics_log_20260721_143224.csv
bundle_0219,exp1,,,,client,conservative_split,0.0,client:time_20260721_144111,exp_20260721_144416,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/attack/flame/noise/exp1/client_metrics_log_20260721_144111.csv
bundle_0220,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_145139,exp_1784659902,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_max/exp1/analyzer_decision_log_20260721_145139.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_max/exp1/analyzer_events_20260721_145139.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_max/exp1/analyzer_phase_log_20260721_145139.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_max/exp1/analyzer_round_log_20260721_145139.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_max/exp1/analyzer_wire_upload_log_20260721_145139.csv
bundle_0221,exp1,flame,envelope,min_max,proxy,conservative_split,0.0,proxy:time_20260721_145216,exp_1784659861,run_1784659861,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_max/exp1/proxy_attack_events_20260721_145216.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_max/exp1/proxy_run_manifest_20260721_145216.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_max/exp1/proxy_resource_log_20260721_145216.csv
bundle_0222,flame_blind,flame,,,server,conservative_split,0.0,server:time_20260721_145101,exp_1784659861,run_1784659861,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_max/exp1/flame_blind_20260721_145101_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_max/exp1/flame_blind_20260721_145101_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_max/exp1/flame_blind_20260721_145101_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_max/exp1/server_client_defense_log_20260721_145101.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_max/exp1/server_run_manifest_20260721_145101.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_max/exp1/server_metrics_log_20260721_145101.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_max/exp1/server_round_defense_log_20260721_145101.csv
bundle_0223,exp1,,,,client,conservative_split,0.0,client:time_20260721_145618,exp_20260721_145650,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/attack/flame/min_max/exp1/client_metrics_log_20260721_145618.csv
bundle_0224,exp1,,,,client,conservative_split,0.0,client:time_20260721_145614,exp_20260721_145652,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/attack/flame/min_max/exp1/client_metrics_log_20260721_145614.csv
bundle_0225,exp1,,,,client,conservative_split,0.0,client:time_20260721_145441,exp_20260721_145554,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/attack/flame/min_max/exp1/client_metrics_log_20260721_145441.csv
bundle_0226,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_150530,exp_1784660734,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_sum/exp1/analyzer_decision_log_20260721_150530.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_sum/exp1/analyzer_events_20260721_150530.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_sum/exp1/analyzer_phase_log_20260721_150530.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_sum/exp1/analyzer_round_log_20260721_150530.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_sum/exp1/analyzer_wire_upload_log_20260721_150530.csv
bundle_0227,exp1,,,,proxy,conservative_split,0.0,proxy:time_20260721_150617,exp_178466034,run_178466034,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_sum/exp1/proxy_attack_events_20260721_150617.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/flame/min_sum/exp1/proxy_resource_log_20260721_150617.csv
bundle_0228,flame_blind,flame,,,server,conservative_split,0.0,server:time_20260721_150354,exp_1784660634,run_1784660634,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_sum/exp1/flame_blind_20260721_150354_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_sum/exp1/flame_blind_20260721_150354_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_sum/exp1/flame_blind_20260721_150354_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_sum/exp1/server_client_defense_log_20260721_150354.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_sum/exp1/server_run_manifest_20260721_150354.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_sum/exp1/server_metrics_log_20260721_150354.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/flame/min_sum/exp1/server_round_defense_log_20260721_150354.csv
bundle_0229,exp1,,,,client,conservative_split,0.0,client:time_20260721_151147,exp_20260721_151151,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/attack/flame/min_sum/exp1/client_metrics_log_20260721_151147.csv
bundle_0230,exp1,,,,client,conservative_split,0.0,client:time_20260721_151014,exp_20260721_151140,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/attack/flame/min_sum/exp1/client_metrics_log_20260721_151014.csv
bundle_0231,exp1,,,,client,conservative_split,0.0,client:time_20260721_150720,exp_20260721_150826,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/attack/flame/min_sum/exp1/client_metrics_log_20260721_150720.csv
bundle_0232,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_154842,exp_1784663325,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/sign_flip/exp1/analyzer_decision_log_20260721_154842.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/sign_flip/exp1/analyzer_events_20260721_154842.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/sign_flip/exp1/analyzer_phase_log_20260721_154842.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/sign_flip/exp1/analyzer_round_log_20260721_154842.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/sign_flip/exp1/analyzer_wire_upload_log_20260721_154842.csv
bundle_0233,exp1,median,envelope,sign_flip,proxy,conservative_split,0.0,proxy:time_20260721_155241,exp_1784663498,run_1784663498,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/sign_flip/exp1/proxy_attack_events_20260721_155241.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/sign_flip/exp1/proxy_run_manifest_20260721_155241.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/sign_flip/exp1/proxy_resource_log_20260721_155241.csv
bundle_0234,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_161652,exp_1784665015,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/scale/exp1/analyzer_decision_log_20260721_161652.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/scale/exp1/analyzer_events_20260721_161652.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/scale/exp1/analyzer_phase_log_20260721_161652.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/scale/exp1/analyzer_round_log_20260721_161652.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/scale/exp1/analyzer_wire_upload_log_20260721_161652.csv
bundle_0235,exp1,median,envelope,scale,proxy,conservative_split,0.0,proxy:time_20260721_161818,exp_17884664942,run_17884664942,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/scale/exp1/proxy_attack_events_20260721_161818.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/scale/exp1/proxy_run_manifest_20260721_161818.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/scale/exp1/proxy_resource_log_20260721_161818.csv
bundle_0236,median_blind,median,,,server,conservative_split,0.0,server:time_20260721_155138,exp_1784663498,run_1784663498,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/sign_flip/exp1/median_blind_20260721_155138_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/scale/exp1/median_blind_20260721_155138_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/sign_flip/exp1/median_blind_20260721_155138_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/sign_flip/exp1/server_client_defense_log_20260721_155138.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/sign_flip/exp1/server_run_manifest_20260721_155138.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/sign_flip/exp1/server_metrics_log_20260721_155138.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/sign_flip/exp1/server_round_defense_log_20260721_155138.csv
bundle_0237,median_blind,median,,,server,conservative_split,0.0,server:time_20260721_161542,exp_1784664942,run_1784664942,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/scale/exp1/median_blind_20260721_161542_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/scale/exp1/median_blind_20260721_161542_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/scale/exp1/median_blind_20260721_161542_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/scale/exp1/server_client_defense_log_20260721_161542.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/scale/exp1/server_run_manifest_20260721_161542.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/scale/exp1/server_metrics_log_20260721_161542.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/scale/exp1/server_round_defense_log_20260721_161542.csv
bundle_0238,exp1,,,,client,conservative_split,0.0,client:time_20260721_155422,exp_20260721_155510,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/attack/median/sign_flip/exp1/client_metrics_log_20260721_155422.csv
bundle_0239,exp1,,,,client,conservative_split,0.0,client:time_20260721_162152,exp_20260721_162344,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/attack/median/scale/exp1/client_metrics_log_20260721_162152.csv
bundle_0240,exp1,,,,client,conservative_split,0.0,client:time_20260721_155418,exp_20260721_155448,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/attack/median/sign_flip/exp1/client_metrics_log_20260721_155418.csv
bundle_0241,exp1,,,,client,conservative_split,0.0,client:time_20260721_162149,exp_20260721_162246,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/attack/median/scale/exp1/client_metrics_log_20260721_162149.csv;/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/attack/median/scale/exp1/client_metrics_log_20260721_162149.csv
bundle_0242,exp1,,,,client,conservative_split,0.0,client:time_20260721_155006,exp_20260721_155336,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/attack/median/sign_flip/exp1/client_metrics_log_20260721_155006.csv
bundle_0243,exp1,flame,envelope,noise,proxy,conservative_split,0.0,proxy:time_20260721_163221,exp_1784665673,run_1784665673,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/noise/exp1/proxy_attack_events_20260721_163221.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/noise/exp1/proxy_run_manifest_20260721_163221.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/noise/exp1/proxy_resource_log_20260721_163221.csv
bundle_0244,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_163132,exp_1784665896,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/noise/exp1/analyzer_decision_log_20260721_163132.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/noise/exp1/analyzer_events_20260721_163132.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/noise/exp1/analyzer_phase_log_20260721_163132.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/noise/exp1/analyzer_round_log_20260721_163132.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/noise/exp1/analyzer_wire_upload_log_20260721_163132.csv
bundle_0245,median_blind,median,,,server,conservative_split,0.0,server:time_20260721_162753,exp_1784665673,run_1784665673,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/noise/exp1/median_blind_20260721_162753_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/noise/exp1/median_blind_20260721_162753_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/noise/exp1/median_blind_20260721_162753_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/noise/exp1/server_client_defense_log_20260721_162753.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/noise/exp1/server_run_manifest_20260721_162753.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/noise/exp1/server_metrics_log_20260721_162753.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/noise/exp1/server_round_defense_log_20260721_162753.csv
bundle_0246,exp1,,,,client,conservative_split,0.0,client:time_20260721_163708,exp_20260721_163822,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/attack/median/noise/exp1/client_metrics_log_20260721_163708.csv
bundle_0247,exp1,,,,client,conservative_split,0.0,client:time_20260721_163705,exp_20260721_163803,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/attack/median/noise/exp1/client_metrics_log_20260721_163705.csv
bundle_0248,exp1,,,,client,conservative_split,0.0,client:time_20260721_163300,exp_20260721_163352,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/attack/median/noise/exp1/client_metrics_log_20260721_163300.csv
bundle_0249,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_171831,exp_1784668717,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_max/exp1/analyzer_decision_log_20260721_171831.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_max/exp1/analyzer_events_20260721_171831.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_max/exp1/analyzer_phase_log_20260721_171831.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_max/exp1/analyzer_round_log_20260721_171831.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_max/exp1/analyzer_wire_upload_log_20260721_171831.csv
bundle_0250,exp1,median,envelope,min_max,proxy,conservative_split,0.0,proxy:time_20260721_171935,exp_1784668683,run_1784668683,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_max/exp1/proxy_attack_events_20260721_171935.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_max/exp1/proxy_run_manifest_20260721_171935.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_max/exp1/proxy_resource_log_20260721_171935.csv
bundle_0251,median_blind,median,,,server,conservative_split,0.0,server:time_20260721_171803,exp_1784668683,run_1784668683,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/min_max/exp1/median_blind_20260721_171803_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/min_max/exp1/median_blind_20260721_171803_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/min_max/exp1/median_blind_20260721_171803_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/min_max/exp1/server_client_defense_log_20260721_171803.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/min_max/exp1/server_run_manifest_20260721_171803.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/min_max/exp1/server_metrics_log_20260721_171803.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/poisoned/median/min_max/exp1/server_round_defense_log_20260721_171803.csv
bundle_0252,exp1,,,,client,conservative_split,0.0,client:time_20260721_172044,exp_20260721_172146,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/attack/median/min_max/exp1/client_metrics_log_20260721_172044.csv
bundle_0253,exp1,,,,client,conservative_split,0.0,client:time_20260721_172041,exp_20260721_172107,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/attack/median/min_max/exp1/client_metrics_log_20260721_172041.csv;/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/attack/median/min_max/exp1/client_metrics_log_20260721_172041.csv
bundle_0254,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260721_173009,exp_1784669418,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_sum/exp1/analyzer_decision_log_20260721_173009.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_sum/exp1/analyzer_events_20260721_173009.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_sum/exp1/analyzer_phase_log_20260721_173009.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_sum/exp1/analyzer_round_log_20260721_173009.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/attack/median/min_sum/exp1/analyzer_wire_upload_log_20260721_173009.csv
